50000
398021	-469667
465139	-225511
526463	240222
-225111	179413
973248	897659
-98230	1715
-51284	534852
-352412	847710
861196	-707105
151761	757870
825774	-190344
-831705	395481
177129	957665
-724593	-366386
-547771	-126895
-257545	-630958
-14265	866906
-692641	-46244
441026	324103
-362933	372608
-92722	-112604
908555	-214943
212273	-669435
576669	866219
-605308	831505
268835	-942510
759058	759067
495636	555070
667439	439605
728498	192679
369832	-398653
-990851	-909538
13398	293476
474737	-335478
-900820	-138665
-491393	129340
-308693	-546427
-213378	-534314
68456	-135153
741533	-374096
430475	-500731
-672443	515224
423720	-469412
291474	-552316
-314725	-644095
-137798	795096
-987209	434844
-5880	-567977
804287	-338968
96548	639082
281275	585286
-27348	149804
-375020	255853
-490157	-142719
980753	675067
-602921	-584539
-443110	35842
186945	194043
-220196	-945059
784997	-668343
171660	-598120
-406570	-659759
-554060	-637749
-794683	150211
-716549	-876654
527200	-50954
-570872	-339327
-293390	-797364
-300313	-934300
382782	509387
443261	-280341
572099	752561
423423	-985296
123163	346404
-462440	323686
490884	-489842
-80460	271421
354352	-306225
590216	-702691
-532234	-167724
975811	-146138
-207907	-290747
-911421	-14878
-49048	-536107
313629	-421884
-53264	-678463
889196	789215
380649	-155625
-851420	37876
736696	388477
866313	-826483
232963	-650812
186307	-973666
-932424	-444417
-520388	-503018
-13342	-934664
-92280	442524
78528	-423860
711168	628790
350257	-420524
533627	-23944
-18640	-437691
-305610	458562
579679	-648337
528149	958955
258286	107778
345908	973832
-879418	415654
-725528	-428557
53998	-901959
253700	-414870
-143336	952941
640415	-791062
118806	206203
-953052	-974399
778518	974725
662296	408767
-225134	-370520
979286	-839340
568835	715222
-624279	142494
-983603	992705
507635	143485
628378	-449546
922707	-820587
48155	413908
366051	248189
803507	-600358
469261	677508
833347	-935659
423061	-277648
-101819	-591542
-233487	-898693
-442220	-107994
-514726	-756875
-689430	-995286
257602	919431
882498	807449
-492581	-211794
-163933	-287030
-355787	403467
779368	994853
-465115	790124
892862	315964
-582740	313668
471286	-1609
184284	-975711
-188935	-514983
762203	-920930
212017	-728433
-819867	-17606
-554319	-469235
826268	-949471
-682307	397822
9324	-354473
-249710	-202382
-620719	893734
-998288	-233885
395683	569859
-592888	-242983
892031	438440
23466	-427346
-570974	-9835
-682086	108740
-676795	111378
250612	-313267
-131737	562576
-969948	302020
966729	421513
524190	-810511
543705	-256277
-824918	-80915
169765	224580
619738	-367517
893106	364827
-458248	-616807
291236	569200
972244	-53569
769686	-291270
436505	-306951
373888	612889
197435	484170
860591	3598
-556768	376399
-435412	612933
267044	134014
-736092	-412818
993981	-327224
369808	-828299
960863	-291561
-847107	415216
706627	467115
-478205	-647472
165879	946404
-75985	-572483
24517	-648946
-874569	-606818
-342267	157852
-675116	-902463
887139	560070
-398123	571153
254522	954974
-974589	-492984
135018	-501878
-852706	-280643
-671890	317245
398124	544980
307382	-807200
-635429	-198555
190459	-473580
-221	-178308
-415861	915383
409972	-202978
912344	625857
430403	-544893
369471	265432
269611	1794
-794506	152236
-987631	-928362
803366	-528532
446137	526930
-988126	-732966
747875	-182146
29170	935083
-439431	-338018
204982	626944
681157	-736825
-496596	977093
699420	728475
316894	807188
-512517	509174
56902	792371
80848	-806924
261664	-17244
-862567	417850
-754250	-443692
-52433	95049
-936504	-892185
-861606	-117326
-267718	-150682
387086	513304
30442	817165
-537612	-814893
-780132	802109
-604678	8233
-509910	322144
-352565	-654487
-987674	951717
136053	-851718
977094	-32239
735990	826266
-630355	788261
366784	503736
-787562	344138
437969	65511
-330237	258413
-210972	196740
622992	-694931
-467529	-970215
-73450	219024
-677245	-229777
122140	510606
692498	796887
-751443	-311460
-606101	338002
253655	-334628
-894249	-143916
167567	868395
303639	340819
746568	444824
-459304	388804
-625431	-767373
-845318	-635282
309396	639226
-833594	-973845
970533	-83254
435665	-441806
-863470	696527
-213667	-169753
-655693	-289039
45713	304134
-610038	-463979
-74725	226267
-806654	295879
-351507	221962
-858668	-636715
-41849	469093
-810427	-526647
833623	-195112
186879	-682795
-453576	-933127
-632974	-19693
730414	479977
575201	145498
-534488	-687679
474944	93003
-385191	-499383
425846	-544578
987517	-566816
219514	477536
40817	-902339
655095	-755164
-148337	-154373
-725387	284615
-217987	-423616
581628	713185
-435334	573103
-766587	-782191
-308870	-232509
-334207	134304
741457	339941
-413129	-20449
-653046	-99356
-391092	884148
22328	-538315
30624	324897
418547	197503
-334353	94153
-765009	160794
572171	-380430
978399	499482
-56205	900881
11531	566058
-745147	694739
-934429	-99415
-36383	-31812
-165709	79379
-948525	44084
525084	706938
-210858	-422442
-280639	-161258
-721066	493891
-134413	103334
910379	-539294
74401	676310
-334668	-422550
-350520	-187687
-664987	845830
-156454	189120
393008	-276120
618893	868737
-521459	356088
-987432	940208
-877069	-82538
7674	733057
48037	-740209
599836	842411
236488	-798321
-425834	-826269
-185935	355320
48270	-871737
272202	5521
-775736	83429
469797	594703
-440543	403395
-385872	777841
-65053	355604
45049	574274
-816701	252385
-801104	881132
214540	-349402
-164421	-882499
431837	-158678
395996	-806214
581861	52093
157437	896589
760699	391508
-311466	319157
376130	957654
-437400	-354076
-475230	-509083
863804	-506590
-937211	613402
292759	467974
-687116	683417
-617412	-634502
-776116	672648
-410216	944315
-532946	904841
-424827	-762279
-991874	99147
-756249	420534
9202	1250
216563	776852
-828248	-946129
-751992	-174104
-399879	-699375
-959642	-324706
605045	-436701
-771011	-214120
546086	-943185
767503	772650
106235	-439324
661508	-869259
-843614	-730422
246002	-500759
-341972	491755
899015	433630
928952	-151860
-229699	746906
-857699	-800302
-507021	249456
-7536	264352
-61261	-204280
806707	-447580
-93606	-863471
-381359	-825383
-803693	-767898
200132	-150520
-155984	634321
579538	112494
-804001	458080
-981119	834856
830541	911303
-77281	-134106
721733	-603172
-754562	-54615
334501	-213047
376191	761428
391902	-238130
18650	246870
-76675	-983147
218707	935810
310536	-948661
-395311	-777293
683618	866844
-347248	-196706
-194750	-570564
247544	-130277
-187729	-836852
77897	21444
-833940	-122748
115692	-66650
333660	-739525
1889	341672
855986	-645951
-934897	-145545
-981810	-965953
563714	-242147
-209913	31201
-269160	164200
-15497	-39741
194718	-797888
872032	511367
-182671	981787
-821343	-114978
-902944	-654891
-7258	-480451
624433	-250508
117537	805810
196214	811428
-858160	862892
847501	-988802
-409757	-893313
-524636	80338
184956	731457
958422	942292
-193209	608698
249729	-355544
970506	-607457
-796493	984766
489926	-35271
-839024	-858964
-267746	-328028
891845	449118
386503	2656
-263213	235943
427001	996957
-412864	794629
425528	-341543
-51924	-814838
-176247	-934264
-550091	679218
763865	-170432
417165	993241
628683	-903866
-673646	-161250
-977698	-123272
149215	403867
-377602	904251
230947	-683510
460196	-723012
446369	517207
363413	962005
8791	59151
585446	-502604
838897	-252462
410090	153589
-594591	278576
-184960	-857009
-174569	248889
-791384	549797
533034	-186048
-580999	182199
725402	579974
-757196	307324
-722398	71486
-552616	-738926
18239	-465548
-952469	746247
-243965	22742
828766	-798088
658279	871015
15565	635316
-989075	847181
-203800	-222841
363689	-605333
-572334	-876566
-361721	-953021
-656921	263718
254219	965321
888383	71496
469202	-801872
-891726	-126322
-486412	908995
559665	-423626
-641725	732611
126610	-558825
-796673	-883199
145196	-380493
377251	-79145
705398	-695299
233500	-782697
445627	-926967
-215821	784635
-253311	-201022
-517508	950898
-511677	922219
862676	-300763
-376666	-548090
888083	-120883
-185134	559053
-96946	-294391
-542615	-798806
-718221	-476980
108093	-582599
336094	220795
727993	872907
-555008	-567127
869181	-459466
-991250	-706750
100423	-626521
290955	-17783
-127083	89977
-441186	-423963
-239098	466521
-579042	473031
230508	770016
797808	716093
-513482	397193
684920	255614
453106	65074
-420283	366179
430482	834604
749823	-826122
403448	-77310
-757425	-949794
858080	-149744
718643	-476567
234962	-282284
269082	-393280
96159	-561097
155054	317205
645825	489233
420920	-55800
774831	-251053
-353780	-465798
172829	-239028
563275	-596221
-908086	-587902
870054	610765
-405051	454035
-934055	-167408
-736335	-955957
46131	-788953
-293775	938327
38533	896369
140779	-382119
21266	-290635
-369363	559437
-177747	-291164
805231	-924537
-352433	-946818
-45810	-451084
-849263	447607
687711	-478989
86887	-771730
565428	-924538
-875440	178786
-352090	-449151
106603	-865546
168321	-82613
-304875	-747064
-230368	18658
185861	-909443
529779	151572
-810121	29990
539562	-706430
