100000
-709014	-385632
215820	-909496
99074	-183135
577915	-683120
-773519	853334
642087	339283
-836260	-460016
292113	887358
-480201	-746793
-135538	684865
540212	-436217
-281208	33144
-418755	-811945
225567	-901385
494847	-335195
-152800	446774
-368185	-549517
211189	-361439
402417	777882
-535936	137316
542497	963332
70897	-642151
670608	-975801
112081	541248
358988	-451563
906889	-701913
-935272	358757
869619	-833666
-239267	-70107
-967313	-677419
675307	-177766
-367590	282716
-402709	864318
711290	402832
973450	984521
-763697	-537005
313600	-369886
-231948	-865553
358294	142244
815450	-128779
-952302	185107
-891354	893284
-356405	845646
-590694	663964
721702	-465072
1026	-777790
-720701	465338
-282885	14890
521161	-622747
-605109	927253
-461899	-607814
-731739	585044
-729019	-671861
421651	-311435
402450	318521
193924	105511
-157310	383870
-416379	-988857
698084	-937780
-246217	-980060
-944603	402692
-933901	-451805
-858324	-55918
-255894	810448
-646017	-5168
20231	521128
-605563	387703
-91513	889254
-177545	26346
-252546	926870
-868007	-488279
-663412	-124455
555032	-245361
708379	-358731
472248	26434
753348	-967620
-687511	33646
-853205	126758
922800	375501
463792	125744
173063	-449427
692279	971082
-683658	661160
889410	-22443
-951051	-278007
-411342	464390
999442	495535
211491	883214
-126350	-263306
593840	-502906
952250	675993
592790	-609088
-85497	88778
606829	171695
956798	-283819
-321365	238380
472613	670256
428570	932488
757533	441026
-463704	-114634
-31388	-599143
515350	-461767
719339	962159
-688065	948587
-842236	89171
893449	104727
17747	-597126
-662498	646431
-292729	-694109
-942980	-722429
295075	-145818
-129806	-607292
177265	-411350
-368494	904269
-606761	244737
-653754	901570
-226105	558597
-444367	230691
-848181	-66035
232197	-100655
-74511	-714132
419304	109323
191436	31193
-56907	65604
483333	544554
-513660	803125
-385589	117784
-889638	-941390
-503458	452139
-111367	-436679
672194	-234652
-451358	-864578
-708472	606558
-984640	628555
-524235	-373625
80242	-676679
-555137	-544236
-798616	981260
-255989	-613018
495156	873306
-848788	-370268
775208	-795981
-657904	-181240
960903	-511029
-827768	-840389
613511	454696
545172	-501116
-349019	253425
-462315	-500816
53337	659063
-118082	-618799
396391	2601
-322444	-405347
-797740	390880
978184	-390870
505411	-613421
411285	20825
-641025	565089
-979204	-976698
75271	446082
-579994	877876
-357849	554059
222279	-891962
-251978	-324910
548686	541032
40416	-494285
-912763	-410296
368824	-251465
-688892	-176290
27415	296933
-351569	519797
613608	-699046
958017	-524048
126454	-635137
-200228	123129
858479	-779165
847065	249861
-186474	-979962
-484382	384198
-926374	-706361
904318	560959
-320522	-695291
757632	-867386
251503	-368871
263706	406010
-587608	222360
385715	-788758
-122813	217630
-228033	-535362
452194	956713
499454	-498109
794460	734953
-802073	-111214
783892	938423
-888528	496142
-503495	729223
-781223	510708
-190527	811743
273639	891079
816277	301991
23502	-228320
584276	-447613
-879272	370528
517725	568364
76671	228154
-157592	685445
-584745	-139392
-141420	-702228
809243	237216
474338	946122
-583143	-319933
467483	-796312
884392	-507775
571330	-575262
-197904	870780
849125	279237
-573154	-345063
-998145	-396306
214277	952421
-51858	420895
503365	168750
681861	-392966
672394	-62297
-375866	843611
-767893	951235
915063	354412
-933867	-875463
616437	462795
359166	265178
-378771	80279
833075	611051
-811475	-466966
828911	223048
-400694	-900378
-188140	606721
-107321	656330
-544168	-628244
-324099	228453
261276	-210544
-985519	743257
194264	58835
814656	-976470
-701091	-354001
-242268	460058
-757227	837676
583735	-416197
-955938	-597214
23893	775261
-695589	-71342
375	410511
351929	-820710
-870828	-911065
516675	-288850
-885768	168155
605322	98282
-250934	-156468
-235276	594556
-699290	155851
635968	-273151
465397	-740154
-530097	796681
-120631	-736622
-333040	254393
-505351	-944498
-214506	-494054
941782	-982789
-604907	789478
786127	-538247
636481	76418
-374427	-496197
953732	259783
-186711	-348229
-233086	-113379
942220	352782
833963	-605767
468801	882797
-901993	93339
12770	853436
-361230	-250461
-429602	-119422
-255407	947165
-750447	709394
-129870	-159280
-440507	-29050
-992992	-825514
-945138	-871507
-494461	561656
-595470	-736942
932695	711235
855632	105621
654543	-984429
-101135	984980
481446	302178
-766485	-354013
-96081	-405851
671307	-821155
-422097	367699
-867967	-609803
-705664	-894886
-725103	858122
789170	-60347
-981422	-30095
859549	680941
-441639	-463345
-667020	570338
217707	-863502
-576441	664301
942321	-277954
-187502	688071
-100184	231958
339949	-665296
-730833	613
-934276	888921
-712053	91606
-118413	-747851
-8983	-721936
870154	959990
360925	-5344
163116	728530
418681	-29451
-643630	714565
884081	-152684
-559650	-253429
-732747	928102
677719	-530250
706608	-963120
-129592	-883887
-377218	-631887
-902767	542038
-991075	12354
-77820	-870665
-994404	-85200
-208132	911482
-287125	-279531
-541603	979826
199679	583374
-504801	294521
155112	-130062
996879	651500
-826441	517524
714343	-552635
389844	974609
620918	779675
706962	205019
-108184	933653
-207628	916907
-704408	385409
-56950	-270896
-489915	-566579
-625611	528752
-178756	423025
-857072	-77007
821319	769743
-846790	272886
-531108	-571650
259939	-992222
383354	259166
-596050	-713866
-44038	-621703
497611	478231
-107743	419266
566900	556987
432657	83607
935086	129647
529782	713551
-852457	360286
-615067	-142823
808955	757138
509738	-34370
463843	539013
-758517	979976
253557	497162
81590	699374
-590487	-735978
445732	823914
982906	-409896
217901	-230509
821155	432929
-370701	-125222
370119	658591
361635	-79683
59437	-774603
904091	-917031
659826	-487580
-304420	806003
784490	892483
250061	-947947
-397179	-646399
737038	-697841
-24865	-309289
537726	-776389
-141282	567560
-110450	-688807
310616	-97821
-72325	780874
20484	-826336
240466	-712626
235335	-14533
-643854	-292849
965613	844458
-71117	287608
401508	-92088
924039	450891
-335643	-470206
-817991	-556807
-318189	293573
-969306	-876023
975187	421961
-395231	-829988
269085	627568
-521905	964969
-14183	298104
-631663	-128759
838434	304490
11996	411134
-271521	974326
180614	-40105
-676456	-260816
618373	-635488
751956	623888
-596981	-585189
101861	227611
965433	889681
-667170	56144
-529978	619604
958436	439789
212335	-401392
-877270	-28621
-657774	-575774
391604	440989
990458	-75976
-553633	925783
566566	-235554
138322	-273492
437742	-712855
239464	778567
-583454	151250
-124310	813879
745900	650315
369054	-434598
-844827	293451
-423521	421522
809178	-549854
291328	8701
-511234	620116
683797	826725
-287096	508973
-769054	900584
260350	-163200
-895532	-245678
820693	73580
965638	-236842
711536	-243140
-323058	-635066
-371949	314821
-418466	734237
722379	-815061
951617	204817
-456235	746886
693579	-455648
983329	-130606
679051	517103
59863	-855035
764849	-519160
-671157	771107
-559872	-920842
-326827	639294
900453	439713
-464875	802081
-613019	991544
837052	-515183
-20947	68526
495803	-671313
699559	-79073
807096	989373
-283855	670802
885198	664555
-418107	6708
417791	495524
658686	-101120
-339858	682614
-630775	517112
-410342	-432454
-527519	36701
873593	363606
65236	927590
-357926	-190202
