1000
-499596	-923456
273122	-104111
-276094	-446844
507183	-597765
129107	599750
-157601	81259
870158	94270
-688611	-1243
-12691	858416
-531679	366038
519013	-566116
-363638	55585
533240	-899313
930605	-229673
-832596	-305561
-912712	701573
862049	-312297
963944	601118
-122603	-140244
-614776	43184
-322903	449462
942362	637289
702412	165104
-956382	607120
-833416	414759
-314994	-731277
-519448	-989717
-516901	468182
315929	447814
51019	43486
-135498	-439162
692337	190633
-483860	-671643
45071	443872
-56726	-369013
475563	871836
283207	66474
-451439	392715
-419991	-998243
-147163	617545
-60709	-411225
-539119	-43726
-577549	898986
-399512	-692342
46748	789182
561348	60793
-882117	-798456
365549	-811972
408769	689953
464582	-544924
756074	-633639
-416668	854200
-359941	-810097
468656	-638624
847822	427222
-477999	206620
371747	377404
-879505	-632242
910639	-659968
795374	648707
854168	45218
337531	-582710
834275	502939
-932025	-491745
-960158	-175705
44994	12085
279196	859111
-569584	-291155
-632967	-177551
289154	-41535
447427	-253991
374148	509357
-390751	-980943
-127621	-721472
-253987	-99037
791006	-130754
487158	-802771
-744681	292932
262895	716900
282258	-566392
283840	-136261
-179365	791895
-189060	217092
-786426	69197
-160588	-563966
-161468	674532
218265	822806
108043	399794
-836503	-363625
887206	712399
-624555	-120012
924752	-283092
543592	469303
996364	-420215
-821586	-914575
394216	-407437
132902	116257
-550037	-631784
440960	960142
-661327	106759
-664089	-366666
-384758	892320
414359	214742
-630273	555086
107312	97610
-701886	627739
263286	947620
894525	839166
-917332	798453
520250	556463
657083	-715470
748749	351387
-2811	-296196
212961	-494720
-182273	-150759
-729042	-560532
-215944	-579403
558724	-637970
-573310	-925641
325018	-230250
986064	326448
433733	-175374
-377921	881230
-258219	768646
881384	-606286
-918046	-87863
-341317	862832
125573	178478
790573	445705
-389598	976822
870773	-764517
-966590	-275324
-882511	200839
576391	-795813
-966863	138723
-210803	-80909
501081	725639
-184801	131606
28748	665271
243210	426247
-493583	-811396
-680742	72322
768975	407604
21955	312017
947382	249058
827669	927375
-598289	461478
-365231	-174840
-239345	100000
461918	41829
-699048	580040
-902092	51484
732795	-11061
-210174	924853
707776	-6724
810978	-466421
309948	228352
417803	900453
-655534	445660
-125342	891834
661874	258516
619830	700953
-116199	-916059
698818	699244
202126	-670414
605507	-163653
-535111	912597
97202	664030
-445203	304338
-27005	-376764
-359082	-978443
634929	-398775
30633	812479
-881677	739292
-223806	-998637
11593	-995840
-206754	-209856
759611	548951
873018	729837
-259718	476670
992141	286340
-336967	-374627
-231151	133717
395998	-544455
776487	902434
655355	-597745
288727	-989714
769975	-945037
977236	135152
935557	-528752
432673	-652832
-651320	187012
870682	-18866
-612139	-954734
-247506	-930189
-296337	-980599
-578637	337633
-17428	730328
22522	-22438
-240663	-32363
111162	-297754
619161	909103
-834610	-929139
882343	711848
265925	323060
-601378	-188461
416070	978926
96058	315496
-229683	-786571
106308	405343
-790783	-736856
352423	-468277
972503	-783883
429421	966587
44171	-844214
-483396	-346379
820540	951499
-894856	-664727
922070	-614878
-922662	-841494
-229116	570482
-67712	893772
-2704	-146757
311803	346458
-962252	313961
812371	-197899
719709	-567268
768632	568242
908908	-369723
769998	-895389
179466	952068
-425982	-435096
620398	176540
-292973	-876206
-297500	-160229
773248	858017
15801	-399171
-64401	759859
137571	951198
-604461	-564009
345751	-302272
-39165	-14638
-944370	-847943
-912479	884037
-264562	-856816
12293	653418
