20000
-970053	-570509
-746135	-190788
742815	37794
604288	-502975
448455	164790
-276154	-934735
490687	-953881
963703	-517295
-329129	-466450
896520	-547554
-238523	994248
-513213	-576686
-797355	-401378
-471755	158186
615030	730036
313276	-606809
-106988	152671
-991178	-454069
101298	-709976
-748359	-145042
745016	-217668
-589742	311648
-855156	512146
113262	249213
727082	-42756
-807286	782716
-421689	542924
550342	428523
-127088	679142
363470	554223
92806	653710
-731793	-829786
140609	925893
873447	-97052
332631	-569061
842343	-981503
661983	766122
-101550	173629
741563	331971
149347	-992874
593292	572779
583280	-455875
752899	-330054
-635984	684664
-61922	341078
-97416	-931384
-17474	605222
-976960	925613
-559448	-991463
228080	-520665
-337373	-72539
-278594	413575
-157192	-927406
-901753	356255
564260	792466
-862620	587402
-89555	728665
7448	-993449
-18646	-50308
243365	-218680
-902767	483480
-84229	690697
-575002	-935946
944830	337015
784872	-218951
749504	579975
284699	91723
871329	985667
234939	402470
124263	601437
995870	679641
-862716	798009
-44964	126783
-606979	496051
-473609	666447
-224073	973036
-965941	-139764
734788	-839746
-815856	624392
-630950	73144
-833010	-596133
-102071	-115397
532691	373877
-492624	537041
438215	722891
-127056	453600
460386	624204
-9391	-319658
-238930	902780
597667	954651
-8929	556606
601171	-404366
-301470	565344
599562	491852
803505	-379998
-754171	-652772
-873637	879702
548022	24126
386898	-745894
-376476	-180621
604674	459324
-659428	-808800
850511	-649240
590515	607473
262154	-293820
-786483	-895532
-446358	86863
74220	-543852
-430945	-213380
50371	96547
-223833	579695
-159572	-464325
-893350	767226
-82493	-838447
-789513	-733876
-123669	-420063
631862	139427
837946	-602429
461789	-463820
-316744	-498756
5544	-533041
829425	-657694
590559	85206
933293	932275
-757016	-665726
722333	746848
143621	-381384
924824	-205061
-570448	740980
-936483	-230949
20616	-715302
200201	639587
-270476	908949
-487831	-605794
-13771	783226
-295609	-60187
418947	144462
85892	212817
899112	-633811
-747869	810112
-164186	635434
-698214	847338
862747	-858182
-181817	-409072
-185221	291565
-395899	147340
75616	454776
224078	-933587
424653	960993
-901053	-779486
-965494	379428
-302141	757592
-684823	-181507
-619390	392211
329266	282233
-845399	-433533
-866094	251680
986939	-985683
549032	929212
901837	840596
568916	-992369
-732898	-391090
-412421	-268710
-87759	-246483
859600	-893751
371479	-509987
-987536	-980435
830498	-605916
36046	724935
244717	67528
-768026	-194536
-937207	-167041
23863	-863126
129105	43171
694650	61835
-24378	-49860
617271	-558050
645278	-141898
-318463	-508802
561503	-255542
-262628	-628281
-587988	285581
-98432	-979105
873308	56781
443074	964726
920509	-358060
717741	734825
-51926	-77563
-705813	834119
-814794	-796460
-669950	-488795
676830	470107
710437	-787496
445176	466437
-121846	-372259
-927928	511194
-586584	541696
-952238	-316361
96835	-772139
958232	-123265
488957	937491
672759	-947982
497090	842920
565314	-289653
-381899	784404
-606474	-642022
674081	476682
-471483	-829681
-265549	-838907
574202	-163280
-11171	-187446
34583	-602702
-338420	-209339
418075	-746743
294827	170242
179945	-537193
-719072	-561066
-150139	-79058
770081	532127
140090	-260873
453066	528863
-281653	72976
259364	-725965
-919641	244849
-934821	-78150
-943630	64438
-980816	-377430
64280	-998780
811210	484431
-241338	865537
851862	-116564
-487105	289633
472717	-28948
-750478	228575
431607	-105310
-20108	857195
20222	-237000
418155	356080
-195122	277109
711070	983563
-181528	941240
171959	969526
-727496	-657507
-522083	-670004
853984	819873
-608342	897697
385424	-130185
419359	-22595
-541580	-263771
-57815	-653083
-596167	313092
-238302	-269064
-109600	447868
233771	569259
651087	247098
-707974	-161157
-388778	29817
-590271	-915869
222217	-296235
79934	259581
256634	-171982
13465	21220
723143	-62577
360218	-662271
-200412	-973988
-468612	-653350
-262371	942983
549693	-243636
7714	79012
-425666	-915496
-272373	233173
-544924	-973831
-173025	545406
-939537	596900
661854	301889
165640	-146000
840854	-477009
692014	-498735
-808709	299214
